"workclass","occupation","capital-gain","capital-loss","hours-per-week","native-country","earnings-probability"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Sales",0,1848,50,"United-States",">50K"
"Self-emp-not-inc","Exec-managerial",3325,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,1408,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"Mexico","<=50K"
"Self-emp-not-inc","Prof-specialty",0,2559,60,"United-States",">50K"
"Private","Sales",0,0,38,"United-States",">50K"
"Private","Prof-specialty",4650,0,55,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,60,"United-States","<=50K"
"Private","Transport-moving",0,0,35,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,15,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Sales",0,0,55,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",7298,0,50,"England",">50K"
"Private","Craft-repair",0,0,38,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Mexico","<=50K"
"Private","Sales",0,0,55,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Other-service",0,0,12,"United-States","<=50K"
"Private","Craft-repair",0,1408,50,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Other-service",0,0,32,"United-States","<=50K"
"Private","Prof-specialty",6767,0,6,"United-States","<=50K"
"Private","Adm-clerical",0,0,30,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Prof-specialty",0,1668,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Local-gov","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,60,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",3471,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,16,"United-States","<=50K"
"Private","Tech-support",0,0,40,"India",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Other-service",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"State-gov","Prof-specialty",0,1672,38,"United-States","<=50K"
"State-gov","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,3,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Self-emp-inc","Handlers-cleaners",0,0,60,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,60,"India","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,70,"United-States",">50K"
"Private","Adm-clerical",0,1602,15,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,1579,50,"United-States","<=50K"
"Local-gov","Prof-specialty",15024,0,40,"United-States",">50K"
"Private","Transport-moving",0,0,70,"United-States","<=50K"
"Private","Other-service",0,0,32,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,1977,55,"United-States",">50K"
"Private","Adm-clerical",0,0,35,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,20,"Canada","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Local-gov","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,37,"United-States","<=50K"
"Private","Sales",15024,0,45,"United-States",">50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",25236,0,40,"United-States",">50K"
"Self-emp-inc","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,41,"United-States",">50K"
"Private","Sales",0,0,40,"Columbia","<=50K"
"Local-gov","Protective-serv",0,1887,40,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"State-gov","Exec-managerial",0,0,40,"United-States",">50K"
"State-gov","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",3103,0,40,"India",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Self-emp-inc","Farming-fishing",0,0,50,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Exec-managerial",2597,0,40,"Japan","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,36,"Jamaica","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"State-gov","Protective-serv",0,0,40,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,35,"United-States",">50K"
"Private","Sales",0,0,50,"United-States",">50K"
"Private","Other-service",0,0,50,"United-States","<=50K"
"Private","Tech-support",0,0,40,"Peru","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,20,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Craft-repair",5013,0,40,"United-States","<=50K"
"Self-emp-not-inc","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,45,"Cuba","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Sales",0,0,44,"United-States","<=50K"
"Private","Adm-clerical",0,0,45,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"Outlying-US(Guam-USVI-etc)","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,60,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,20,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Exec-managerial",0,0,45,"United-States","<=50K"
"Local-gov","Other-service",2105,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,45,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,1887,40,"United-States",">50K"
"Private","Exec-managerial",0,0,37,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,42,"United-States","<=50K"
"Private","Other-service",0,0,84,"United-States",">50K"
"Private","Craft-repair",0,0,55,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,42,"United-States","<=50K"
"Private","Transport-moving",0,0,60,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Federal-gov","Prof-specialty",15024,0,45,"United-States",">50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Self-emp-inc","Farming-fishing",0,0,40,"Italy","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,55,"United-States","<=50K"
"Private","Prof-specialty",0,0,12,"United-States","<=50K"
"Private","Exec-managerial",0,0,60,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,30,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-inc","Sales",99999,0,40,"United-States",">50K"
"Private","Adm-clerical",0,1977,40,"Japan",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States",">50K"
"Private","Sales",0,0,45,"United-States",">50K"
"Private","Adm-clerical",0,0,55,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Private","Farming-fishing",0,0,50,"United-States","<=50K"
"Private","Sales",0,0,50,"United-States",">50K"
"Self-emp-not-inc","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,84,"United-States",">50K"
"Private","Priv-house-serv",0,0,40,"Mexico","<=50K"
"Private","Prof-specialty",0,0,40,"Cuba","<=50K"
"Private","Machine-op-inspct",0,0,40,"Laos","<=50K"
"Private","Other-service",0,0,30,"Mexico","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",7298,0,50,"United-States",">50K"
"Private","Adm-clerical",2174,0,40,"England","<=50K"
"Private","Other-service",0,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",99999,0,35,"United-States",">50K"
"Private","Sales",0,0,50,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,20,"United-States","<=50K"
"Private","Handlers-cleaners",2907,0,40,"United-States","<=50K"
"Private","Adm-clerical",2354,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,36,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Local-gov","Transport-moving",0,0,25,"United-States","<=50K"
"Private","Farming-fishing",0,2042,40,"United-States","<=50K"
"Private","Craft-repair",0,0,30,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",0,1977,60,"Taiwan",">50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"United-States","<=50K"
"State-gov","Exec-managerial",0,0,38,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,42,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,35,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,32,"Canada",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,33,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Handlers-cleaners",0,0,45,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Private","Other-service",0,0,24,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"Philippines",">50K"
"Local-gov","Prof-specialty",0,1887,50,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,65,"United-States",">50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,50,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,38,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,38,"United-States","<=50K"
"Private","Adm-clerical",0,0,50,"United-States",">50K"
"Private","Handlers-cleaners",5013,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Adm-clerical",7298,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,6,"South","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,30,"Mexico","<=50K"
"Private","Tech-support",0,0,35,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,1887,40,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"Mexico","<=50K"
"Private","Machine-op-inspct",0,0,40,"El-Salvador","<=50K"
"Private","Transport-moving",0,0,55,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",13550,0,35,"United-States",">50K"
"Private","Protective-serv",0,0,30,"United-States","<=50K"
"Private","Adm-clerical",0,0,15,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,35,"United-States","<=50K"
"Private","Other-service",0,0,16,"United-States","<=50K"
"Private","Prof-specialty",0,0,6,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",2829,0,40,"United-States","<=50K"
"Private","Other-service",0,0,60,"Nicaragua","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"State-gov","Craft-repair",0,0,4,"United-States","<=50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",2993,0,20,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,75,"United-States",">50K"
"Private","Other-service",0,0,12,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Sales",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Mexico","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Other-service",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,52,"Jamaica","<=50K"
"Local-gov","Other-service",0,0,35,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,38,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,32,"United-States","<=50K"
"Private","Other-service",0,0,50,"United-States","<=50K"
"Private","Adm-clerical",0,0,38,"United-States","<=50K"
"State-gov","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,32,"United-States",">50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"Germany","<=50K"
"Self-emp-inc","Other-service",0,0,50,"Iran",">50K"
"Private","Sales",0,1617,33,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,2457,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,70,"United-States",">50K"
"Private","Other-service",0,0,36,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,70,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,36,"United-States","<=50K"
"Private","Exec-managerial",6849,0,60,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"State-gov","Adm-clerical",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,70,"United-States",">50K"
"Self-emp-inc","Exec-managerial",0,0,35,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
